antibodytarget,cellline,tissue,cid,compound,concentration,concordancetable,datasetid,factor,level1,level2,libraryid,lincspertid,nCtrSamples,nTrtSamples,peaktype,platform,signatureid,lincsSigID,organism,clueIoCompound,integratedMoas,GeneTargets,time,treatment,perturbagenID,stitchID,pubChemID,is_exemplar,pert_type
,,bone cancer,,SB525334,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1121,,,,,CTRS_1286,,,,TGF beta receptor inhibitor,TGFBR1,,SB525334,BRD-K37720887,,,,
,,bone cancer,,SB-743921,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1287,,,,,,,SB-743921,BRD-K62358710,,,,
,,bone cancer,,SCH-529074,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1288,,,,,,,SCH-529074,BRD-K24376488,,,,
,,bone cancer,,SCH-79797,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-6224,,,,,CTRS_1289,,,,Proteasome inhibitor,F2R,,SCH-79797,BRD-K17140735,,,,
,,CTRP cell lines,,CHEMBL2152368,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-44609,,,,,CTRS_129,,,,,,,CHEMBL2152368,BRD-K90370028,,,,
,,bone cancer,,Selumetinib,0.0081 - 270uM,concordanceLib10,,,,,LIB_10,LSM-1056,,,,,CTRS_1290,,,,MEK inhibitor,MAP2K1|MAP2K2,,Selumetinib,BRD-K57080016,,,,
,,bone cancer,,Semagacestat,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-42753,,,,,CTRS_1291,,,,Gamma-secretase inhibitor,APH1A|APH1B|NCSTN|PSEN1|PSEN2|PSENEN,,Semagacestat,BRD-K65592642,,,,
,,bone cancer,,ZINC77024257,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1171,,,,,CTRS_1292,,,,MDM inhibitor,MDM2,,ZINC77024257,BRD-K60219430,,,,
,,bone cancer,,SGX-523,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1123,,,,,CTRS_1293,,,,Hepatocyte growth factor receptor inhibitor,MET,,SGX-523,BRD-K19477839,,,,
,,bone cancer,,CHEMBL258148,0.009 - 300uM,concordanceLib10,,,,,LIB_10,LSM-6214,,,,,CTRS_1294,,,,Cathepsin inhibitor,CTSL,,CHEMBL258148,BRD-K08417745,,,,
,,bone cancer,,Sildenafil,0.016 - 530uM,concordanceLib10,,,,,LIB_10,LSM-3797,,,,,CTRS_1295,,,,Phosphodiesterase inhibitor,PDE5A,,Sildenafil,BRD-K50128260,,,,
,,bone cancer,,CX-4945 (Silmitasertib),0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45467,,,,,CTRS_1296,,,,Casein kinase II alpha inhibitor,CSNK2A1,,CX-4945 (Silmitasertib),BRD-K81458380,,,,
,,bone cancer,,Simvastatin,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-2492,,,,,CTRS_1297,,,,HMG-CoA reductase inhibitor,HMGCR,,Simvastatin,BRD-K22134346,CID54454,54454,,
,,bone cancer,,Sirolimus,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-42782,,,,,CTRS_1298,,,,FK506-binding protein 1A inhibitor,FKBP1A|MTOR,,Sirolimus,BRD-K84937637,CID5284616,5284616,,
,,bone cancer,,SJ 172550,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-43286,,,,,CTRS_1299,,,,MDM inhibitor,MDM4,,SJ 172550,BRD-K93095519,,,,
,,CTRP cell lines,,Fluorouracil,0.0041 - 130uM,concordanceLib10,,,,,LIB_10,LSM-4261,,,,,CTRS_13,,,,RNA synthesis inhibitor|Thymidylate synthase inhibitor,DPYD|TYMS,,Fluorouracil,BRD-K24844714,,,,
,,CTRP cell lines,,SNX-2112 (PF-04928473),0.001 - 37uM,concordanceLib10,,,,,LIB_10,LSM-45259,,,,,CTRS_130,,,,,,,SNX-2112 (PF-04928473),BRD-K71281111,,,,
,,bone cancer,,skepinone-L,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1300,,,,,,,skepinone-L,BRD-K83607951,,,,
,,bone cancer,,Skiii,0.0041 - 130uM,concordanceLib10,,,,,LIB_10,LSM-2462,,,,,CTRS_1301,,,,Sphingosine kinase inhibitor,SPHK1,,Skiii,BRD-K20755323,,,,
,,bone cancer,,67200-34-4,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-42773,,,,,CTRS_1302,,,,,,,67200-34-4,BRD-K92960067,,,,
,,bone cancer,,"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.000041 - 1.30uM,concordanceLib10,,,,,LIB_10,LSM-6189,,,,,CTRS_1303,,,,Topoisomerase inhibitor,TOP1,,"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",BRD-A36630025,,,,
,,bone cancer,,BMS-387032,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1132,,,,,CTRS_1304,,,,CDK inhibitor|Cell cycle inhibitor|MCL1 inhibitor,CDK2|CDK7|CDK9,,BMS-387032,BRD-K43389698,,,,
,,bone cancer,,SNX-2112 (PF-04928473),0.001 - 37uM,concordanceLib10,,,,,LIB_10,LSM-45259,,,,,CTRS_1305,,,,,,,SNX-2112 (PF-04928473),BRD-K71281111,,,,
,,bone cancer,,Sorafenib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1008,,,,,CTRS_1306,,,,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,BRAF|DDR2|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RAF1|RET,,Sorafenib,BRD-K23984367,,,,
,,bone cancer,,Sotrastaurin,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-42761,,,,,CTRS_1307,,,,Protein kinase C (PKC) inhibitor (Protein kinase C,PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCH|PRKCI|PRKCQ|PRKCZ|PRKD1|PRKD3,,Sotrastaurin,BRD-K16761703,,,,
,,bone cancer,,spautin-1,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1308,,,,,,,spautin-1,BRD-K84964099,,,,
,,bone cancer,,SR-II-138A,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1309,,,,,,,SR-II-138A,BRD-K11172604,,,,
,,CTRP cell lines,,Navitoclax,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4738,,,,,CTRS_131,,,,BCL inhibitor,BCL2|BCL2L1|BCL2L2,,Navitoclax,BRD-K82746043,,,,
,,bone cancer,,SR1001,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1310,,,,,,,SR1001,BRD-K47981327,,,,
,,bone cancer,,SR8278,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1311,,,,,,,SR8278,BRD-A02904414,,,,
,,bone cancer,,SRT-1720,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-42691,,,,,CTRS_1312,,,,SIRT activator,SIRT1,,SRT-1720,BRD-K53855319,,,,
,,bone cancer,,StemRegenin 1,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1313,,,,,,,StemRegenin 1,BRD-K36739687,,,,
,,bone cancer,,STF-31,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1314,,,,,,,STF-31,BRD-K22477529,,,,
,,bone cancer,,SU 11274,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-42792,,,,,CTRS_1315,,,,Hepatocyte growth factor receptor inhibitor|Tyrosine kinase inhibitor,MET,,SU 11274,BRD-K02965346,,,,
,,bone cancer,,Sunitinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-42800,,,,,CTRS_1316,,,,Macrophage colony stimulating factor  receptor  inhibitor|Platelet-derived growth factor receptor inhibitor|Stem cell growth factor receptor inhibitor|Tyrosine-protein kinase receptor FLT3 inhibitor|Tyrosine-protein kinase receptor RET inhibitor|Vascular endothelial growth factor receptor inhibitor,CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET,,Sunitinib,BRD-K42828737,,,,
,,bone cancer,,SZ4TA2,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1317,,,,,,,SZ4TA2,BRD-K55125219,,,,
,,bone cancer,,Tacedinaline,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-19036,,,,,CTRS_1318,,,,HDAC inhibitor,HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9,,Tacedinaline,BRD-K52313696,,,,
,,bone cancer,,Tacrolimus,0.0023 - 74uM,concordanceLib10,,,,,LIB_10,LSM-43009,,,,,CTRS_1319,,,,Calcineurin inhibitor,FKBP1A,,Tacrolimus,BRD-K69608737,,,,
,,CTRP cell lines,,Bexarotene,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45378,,,,,CTRS_132,,,,Retinoid X receptor agonist,RXRA|RXRB|RXRG,,Bexarotene,BRD-K92441787,,,,
,,bone cancer,,Tamatinib,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1040,,,,,CTRS_1320,,,,SYK inhibitor,SYK,,Tamatinib,BRD-K20285085,,,,
,,bone cancer,,Tamoxifen,0.003 - 100uM,concordanceLib10,,,,,LIB_10,LSM-42959,,,,,CTRS_1321,,,,Estrogen receptor alpha modulator,ESR1|ESR2,,Tamoxifen,BRD-K93754473,CID2733526,2733526,,
,,bone cancer,,Tandutinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-5949,,,,,CTRS_1322,,,,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,FLT3|KIT|PDGFRA|PDGFRB,,Tandutinib,BRD-K89162000,,,,
,,bone cancer,,Tanespimycin,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-43238,,,,,CTRS_1323,,,,Heat shock protein HSP90 inhibitor,HSP90AA1|HSP90AB1,,Tanespimycin,BRD-K81473043,CID6505803,6505803,,
,,bone cancer,,temozolomide,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1324,,,,,,,temozolomide,BRD-A94153989,,,,
,,bone cancer,,temsirolimus,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1325,,,,,,,temsirolimus,BRD-K08177763,,,,
,,bone cancer,,Teniposide,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1483,,,,,CTRS_1326,,,,Topoisomerase inhibitor,TOP2A,,Teniposide,BRD-A35588707,,,,
,,bone cancer,,TG100-115,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-5731,,,,,CTRS_1327,,,,PI3-kinase p110-delta subunit inhibitor|PI3-kinase p110-gamma subunit inhibitor,PIK3CD|PIK3CG,,TG100-115,BRD-K64785675,,,,
,,bone cancer,,Fedratinib,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-1142,,,,,CTRS_1328,,,,FLT3 inhibitor|JAK inhibitor,FLT3|JAK2,,Fedratinib,BRD-K12502280,,,,
,,bone cancer,,TGX 221,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1172,,,,,CTRS_1329,,,,PI3K inhibitor,PIK3CB,,TGX 221,BRD-A41692738,,,,
,,CTRP cell lines,,Nilotinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1099,,,,,CTRS_133,,,,Abl kinase inhibitor|Bcr-Abl kinase inhibitor,ABL1|BCR|KIT,,Nilotinib,BRD-K81528515,,,,
,,bone cancer,,Thalidomide,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1914,,,,,CTRS_1330,,,,TNF production inhibitor,CRBN|CUL4A|DDB1|RBX1|TNF,,Thalidomide,BRD-A93255169,,,,
,,bone cancer,,Tigecycline,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-36875,,,,,CTRS_1331,,,,Bacterial 30S ribosomal subunit inhibitor,,,Tigecycline,BRD-A34462049,,,,
,,bone cancer,,(S)-Tipifarnib,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-6259,,,,,CTRS_1332,,,,Farnesyltransferase inhibitor,,,(S)-Tipifarnib,BRD-K63195589,,,,
,,bone cancer,,Tipifarnib,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-6258,,,,,CTRS_1333,,,,Farnesyltransferase inhibitor,CHURC1-FNTB|FNTA|FNTB,,Tipifarnib,BRD-K62965247,,,,
,,bone cancer,,Tivantinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1131,,,,,CTRS_1334,,,,Tyrosine kinase inhibitor,MET,,Tivantinib,BRD-K33379087,,,,
,,bone cancer,,Tivozanib,0.00041 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1005,,,,,CTRS_1335,,,,VEGFR inhibitor,FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB,,Tivozanib,BRD-K53414658,,,,
,,bone cancer,,Topotecan,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-5662,,,,,CTRS_1336,,,,Topoisomerase inhibitor,TOP1|TOP1MT,,Topotecan,BRD-K55696337,,,,
,,bone cancer,,Tosedostat,0.0081 - 270uM,concordanceLib10,,,,,LIB_10,LSM-6286,,,,,CTRS_1337,,,,Peptidase inhibitor,ANPEP|C9orf3|DNPEP|ENPEP|ERAP1|ERAP2|LAP3|LNPEP|LVRN|METAP1|METAP1D|METAP2|NPEPL1|NPEPPS|RNPEP|RNPEPL1|XPNPEP1|XPNPEP2|XPNPEP3,,Tosedostat,BRD-K92241597,,,,
,,bone cancer,,TPCA-1,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1136,,,,,CTRS_1338,,,,IKK inhibitor,IKBKB,,TPCA-1,BRD-K51575138,,,,
,,bone cancer,,Trametinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1143,,,,,CTRS_1339,,,,MEK inhibitor,MAP2K1|MAP2K2,,Trametinib,BRD-K12343256,,,,
,,CTRP cell lines,,Sunitinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-42800,,,,,CTRS_134,,,,Macrophage colony stimulating factor  receptor  inhibitor|Platelet-derived growth factor receptor inhibitor|Stem cell growth factor receptor inhibitor|Tyrosine-protein kinase receptor FLT3 inhibitor|Tyrosine-protein kinase receptor RET inhibitor|Vascular endothelial growth factor receptor inhibitor,CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET,,Sunitinib,BRD-K42828737,,,,
,,bone cancer,,9-Cis retinol,0.0041 - 130uM,concordanceLib10,,,,,LIB_10,LSM-5317,,,,,CTRS_1340,,,,Retinoid receptor agonist|Retinoid receptor ligand,RARA|RARB|RARG|RORB,,9-Cis retinol,BRD-K64634304,,,,
,,bone cancer,,SMR001317659,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-2094,,,,,CTRS_1341,,,,,,,SMR001317659,BRD-K05402890,,,,
,,bone cancer,,Trifluoperazine,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4010,,,,,CTRS_1342,,,,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|Serotonin 2c (5-HT2c) receptor antagonist (Serotonin 2c|D2-like dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|HTR2C,,Trifluoperazine,BRD-K89732114,CID5566,5566,,
,,bone cancer,,PG 490,0.0000087 - 0.300uM,concordanceLib10,,,,,LIB_10,LSM-6185,,,,,CTRS_1343,,,,RNA polymerase inhibitor,,,PG 490,BRD-A13122391,,,,
,,bone cancer,,Tubastatin A,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4806,,,,,CTRS_1344,,,,HDAC inhibitor,HDAC6,,Tubastatin A,BRD-K00627859,,,,
,,bone cancer,,TW 37,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-6236,,,,,CTRS_1345,,,,BCL inhibitor,BCL2|BCL2L1|MCL1,,TW 37,BRD-K28360340,,,,
,,bone cancer,,UNC-0321,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4942,,,,,CTRS_1346,,,,Histone lysine methyltransferase inhibitor,EHMT2,,UNC-0321,BRD-K74236984,,,,
,,bone cancer,,UNC0638,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-6325,,,,,CTRS_1347,,,,,,,UNC0638,BRD-K86856088,,,,
,,bone cancer,,VAF-347,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1348,,,,,,,VAF-347,BRD-K96335988,,,,
,,bone cancer,,Valdecoxib,0.018 - 600uM,concordanceLib10,,,,,LIB_10,LSM-5305,,,,,CTRS_1349,,,,Cyclooxygenase inhibitor,PTGS2,,Valdecoxib,BRD-K12994359,,,,
,,CTRP cell lines,,Bendamustine HCl,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45554,,,,,CTRS_135,,,,,,,Bendamustine HCl,BRD-K17068645,,,,
,,bone cancer,,Vandetanib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1199,,,,,CTRS_1350,,,,Ephrin receptor inhibitor|Epidermal growth factor receptor inhibitor|Tyrosine-protein kinase BRK inhibitor|Tyrosine-protein kinase receptor RET inhibitor|Tyrosine-protein kinase SRC inhibitor|Tyrosine-protein kinase TIE-2 inhibitor|Vascular endothelial growth factor receptor inhibitor,EGFR|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|FLT1|FLT4|KDR|PTK6|RET|SRC|TEK,,Vandetanib,BRD-K77625799,,,,
,,bone cancer,,Veliparib,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1146,,,,,CTRS_1351,,,,PARP inhibitor,PARP1|PARP2,,Veliparib,BRD-K87142802,,,,
,,bone cancer,,VER 155008,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-6239,,,,,CTRS_1352,,,,HSP inhibitor,HSPA1A,,VER 155008,BRD-K32330832,,,,
,,bone cancer,,UNII-5J49Q6B70F,0.004 - 130uM,concordanceLib10,,,,,LIB_10,LSM-5877,,,,,CTRS_1353,,,,Tubulin inhibitor,TUBB,,UNII-5J49Q6B70F,BRD-K82109576,,,,
,,bone cancer,,vorapaxar,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1354,,,,,,,vorapaxar,BRD-K93442924,,,,
,,bone cancer,,Vorinostat,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-3828,,,,,CTRS_1355,,,,Histone deacetylase 1 inhibitor|Histone deacetylase 3 inhibitor|Histone deacetylase 6 inhibitor|Histone deacetylase 2 inhibitor,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8,,Vorinostat,BRD-K81418486,CID5311,5311,,
,,bone cancer,,CHEMBL492797,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-42752,,,,,CTRS_1356,,,,,,,CHEMBL492797,BRD-K31406481,,,,
,,bone cancer,,Tozasertib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1021,,,,,CTRS_1357,,,,Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor,ABL1|AURKA|AURKB|AURKC|BCR|FLT3|JAK2,,Tozasertib,BRD-K59369769,,,,
,,bone cancer,,XL335,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45859,,,,,CTRS_1358,,,,Bile acid receptor FXR agonist,NR1H4,,XL335,BRD-K54640016,,,,
,,bone cancer,,WP1130,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1359,,,,,,,WP1130,BRD-K43644456,,,,
,,CTRP cell lines,,Omacetaxine Mepesuccinate,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-3716,,,,,CTRS_136,,,,Protein synthesis inhibitor,,,Omacetaxine Mepesuccinate,BRD-K76674262,,,,
,,bone cancer,,WZ 4002,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1085,,,,,CTRS_1360,,,,EGFR inhibitor,EGFR|ERBB2,,WZ 4002,BRD-K72420232,,,,
,,bone cancer,,WZ8040,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1361,,,,,,,WZ8040,BRD-K81728688,,,,
,,bone cancer,,SAR245409,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1174,,,,,CTRS_1362,,,,PI3K inhibitor,,,SAR245409,BRD-K75308783,,,,
,,bone cancer,,YK 4-279,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4933,,,,,CTRS_1363,,,,Apoptosis stimulant|Binding of RNA helicase A to the transcription factor EWS-FLI1 inhibitor,DHX9|FLI1,,YK 4-279,BRD-A62182663,,,,
,,bone cancer,,Sepantronium,0.000031 - 1uM,concordanceLib10,,,,,LIB_10,LSM-5399,,,,,CTRS_1364,,,,Survivin inhibitor,BIRC5,,Sepantronium,BRD-K76703230,,,,
,,bone cancer,,4-Deoxyuridine,0.018 - 590uM,concordanceLib10,,,,,LIB_10,LSM-6181,,,,,CTRS_1365,,,,DNA methyltransferase inhibitor,CDA|DNMT1,,4-Deoxyuridine,BRD-A01145011,,,,
,,bone cancer,,ZSTK 474,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1053,,,,,CTRS_1366,,,,PI3K inhibitor,PIK3CG,,ZSTK 474,BRD-K63068307,,,,
,,breast cancer,,16Beta-bromoandrosterone,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-6294,,,,,CTRS_1367,,,,Glucose 6-phosphate dehydrogenase inhibitor,G6PD,,16Beta-bromoandrosterone,BRD-K98404142,,,,
,,breast cancer,,"1S,3R-RSL-3",0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1368,,,,,,,"1S,3R-RSL-3",BRD-K23853216,,,,
,,breast cancer,,3-Cl-AHPC,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1369,,,,,,,3-Cl-AHPC,BRD-A09890259,,,,
,,CTRP cell lines,,O-Demethylated Adapalene,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-6237,,,,,CTRS_137,,,,Retinoid receptor agonist,RARG,,O-Demethylated Adapalene,BRD-K28907958,,,,
,,breast cancer,,968,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1370,,,,,,,968,BRD-A43210826,,,,
,,breast cancer,,A-804598,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1371,,,,,,,A-804598,BRD-K76894955,,,,
,,breast cancer,,Arachidonyl Trifluoromethylketone,0.001 - 270uM,concordanceLib10,,,,,LIB_10,LSM-43275,,,,,CTRS_1372,,,,Cytosolic phospholipase inhibitor,PLA2G4A,,Arachidonyl Trifluoromethylketone,BRD-K07303502,,,,
,,breast cancer,,abiraterone,0.00051 - 17uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1373,,,,,,,abiraterone,BRD-K50071428,,,,
,,breast cancer,,ABT-199 (GDC-0199),0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45468,,,,,CTRS_1374,,,,Apoptosis regulator Bcl-2 inhibitor,BCL2,,ABT-199 (GDC-0199),BRD-K62391742,,,,
,,breast cancer,,ABT737,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-1180,,,,,CTRS_1375,,,,BCL inhibitor,BCL2|BCL2L1|BCL2L2,,ABT737,BRD-K56301217,,,,
,,breast cancer,,AC55649,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-6290,,,,,CTRS_1376,,,,Retinoid receptor agonist,RARA|RARB,,AC55649,BRD-K93176058,,,,
,,breast cancer,,Afatinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-43226,,,,,CTRS_1377,,,,EGFR inhibitor,EGFR|ERBB2|ERBB4,,Afatinib,BRD-K66175015,,,,
,,breast cancer,,AGK 2,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-43196,,,,,CTRS_1378,,,,SIRT inhibitor,SIRT2,,AGK 2,BRD-K32536677,,,,
,,breast cancer,,Alisertib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-37184,,,,,CTRS_1379,,,,Aurora kinase inhibitor,AURKA,,Alisertib,BRD-K75295174,,,,
,,CTRP cell lines,,SCH-79797,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-6224,,,,,CTRS_138,,,,Proteasome inhibitor,F2R,,SCH-79797,BRD-K17140735,,,,
,,breast cancer,,alvocidib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1380,,,,,,,alvocidib,BRD-K68682020,,,,
,,breast cancer,,AM-580,0.016 - 530uM,concordanceLib10,,,,,LIB_10,LSM-2132,,,,,CTRS_1381,,,,Retinoid receptor agonist,RARA,,AM-580,BRD-K06854232,,,,
,,breast cancer,,Apatinib Hydrochloride,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4810,,,,,CTRS_1382,,,,HDAC inhibitor,HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9,,Apatinib Hydrochloride,BRD-K64606589,,,,
,,breast cancer,,AT-406,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1383,,,,,,,AT-406,BRD-K02834582,,,,
,,breast cancer,,AT13387,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45514,,,,,CTRS_1384,,,,,,,AT13387,BRD-K58435339,,,,
,,breast cancer,,AT 7867,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1155,,,,,CTRS_1385,,,,,,,AT 7867,BRD-K12040459,,,,
,,breast cancer,,austocystin D,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1386,,,,,,,austocystin D,BRD-K25987073,,,,
,,breast cancer,,Avicin-D,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-44620,,,,,CTRS_1387,,,,NFkB pathway inhibitor,,,Avicin-D,BRD-A15100685,,,,
,,breast cancer,,Avrainvillamide,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-42688,,,,,CTRS_1388,,,,Nucleophosmin inhibitor,,,Avrainvillamide,BRD-K10466330,,,,
,,breast cancer,,Axitinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-43191,,,,,CTRS_1389,,,,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,FLT1|FLT4|KDR,,Axitinib,BRD-K29905972,,,,
,,CTRP cell lines,,LE-135,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-2127,,,,,CTRS_139,,,,Retinoid receptor agonist,RARB,,LE-135,BRD-K06593056,,,,
,,breast cancer,,AZ-3146,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1390,,,,,,,AZ-3146,BRD-K59146805,,,,
,,breast cancer,,Azacitidine,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-5218,,,,,CTRS_1391,,,,DNA (cytosine-5)-methyltransferase 3A inhibitor (DNA|DNA (cytosine-5)-methyltransferase 1 inhibitor (DNA,DNMT1|DNMT3A,,Azacitidine,BRD-K03406345,CID9444,9444,,
